faixa;timestamp;velocidade;comprimento
0;2016-08-12 00:00:43;86.7;10.7
0;2016-08-12 00:01:17;97.3;6.2
0;2016-08-12 00:01:22;97.3;4.9
0;2016-08-12 00:01:26;99.8;5.1
0;2016-08-12 00:01:32;98.1;6.5
0;2016-08-12 00:01:36;99.4;4.0
0;2016-08-12 00:01:38;98.7;6.7
0;2016-08-12 00:02:00;83.3;18.0
0;2016-08-12 00:02:14;98.0;5.6
0;2016-08-12 00:02:18;89.3;12.5
0;2016-08-12 00:02:39;99.8;6.5
0;2016-08-12 00:02:50;99.3;6.5
0;2016-08-12 00:02:56;89.4;14.9
0;2016-08-12 00:03:20;88.1;7.2
0;2016-08-12 00:03:47;89.1;14.1
0;2016-08-12 00:04:08;99.8;2.9
0;2016-08-12 00:04:09;84.5;16.6
0;2016-08-12 00:04:46;97.8;4.8
0;2016-08-12 00:05:13;99.3;7.0
0;2016-08-12 00:05:24;88.6;14.5
0;2016-08-12 00:05:43;96.1;2.2
0;2016-08-12 00:05:49;96.8;5.2
0;2016-08-12 00:05:53;83.5;16.0
0;2016-08-12 00:06:02;99.3;5.0
0;2016-08-12 00:07:02;95.1;1.3
0;2016-08-12 00:07:07;89.2;10.3
0;2016-08-12 00:07:25;87.7;10.9
0;2016-08-12 00:07:34;84.7;19.6
0;2016-08-12 00:07:51;88.5;8.4
0;2016-08-12 00:08:02;99.0;2.8
0;2016-08-12 00:08:05;98.5;5.0
0;2016-08-12 00:08:26;96.5;2.9
0;2016-08-12 00:08:32;86.9;9.1
0;2016-08-12 00:08:56;97.1;4.6
0;2016-08-12 00:09:36;86.6;7.4
0;2016-08-12 00:09:39;83.7;15.5
0;2016-08-12 00:10:12;99.2;6.3
0;2016-08-12 00:10:14;98.3;6.0
0;2016-08-12 00:10:18;90.0;12.3
0;2016-08-12 00:10:33;87.1;14.2
0;2016-08-12 00:10:36;97.7;2.2
0;2016-08-12 00:10:46;97.0;5.0
0;2016-08-12 00:10:57;99.1;7.0
0;2016-08-12 00:11:09;97.0;1.1
0;2016-08-12 00:11:14;97.7;5.8
0;2016-08-12 00:11:18;88.7;13.0
0;2016-08-12 00:11:30;96.7;4.9
0;2016-08-12 00:11:45;94.8;2.3
0;2016-08-12 00:11:55;83.6;16.6
0;2016-08-12 00:12:26;99.8;4.0
0;2016-08-12 00:12:41;86.9;8.1
0;2016-08-12 00:14:20;82.4;19.7
0;2016-08-12 00:15:04;88.0;7.7
0;2016-08-12 00:15:18;97.3;3.7
0;2016-08-12 00:15:42;95.7;1.1
0;2016-08-12 00:16:00;87.0;10.7
0;2016-08-12 00:16:07;83.1;19.1
0;2016-08-12 00:16:17;88.3;8.1
0;2016-08-12 00:16:33;96.4;2.1
0;2016-08-12 00:16:40;97.7;4.0
0;2016-08-12 00:17:04;95.3;1.6
0;2016-08-12 00:17:28;98.6;5.7
0;2016-08-12 00:17:36;100.0;5.3
0;2016-08-12 00:17:46;98.6;6.0
0;2016-08-12 00:17:52;84.7;15.4
0;2016-08-12 00:17:58;99.3;5.7
0;2016-08-12 00:18:09;99.1;6.3
0;2016-08-12 00:18:21;89.7;11.1
0;2016-08-12 00:18:30;98.0;5.1
0;2016-08-12 00:18:46;96.5;4.3
0;2016-08-12 00:18:59;99.9;3.7
0;2016-08-12 00:19:36;88.8;13.9
0;2016-08-12 00:19:54;86.4;9.0
0;2016-08-12 00:20:00;97.3;2.9
0;2016-08-12 00:20:06;98.9;2.2
0;2016-08-12 00:20:50;88.5;8.9
0;2016-08-12 00:21:16;97.7;3.4
0;2016-08-12 00:21:26;99.5;1.1
0;2016-08-12 00:21:48;97.1;3.5
0;2016-08-12 00:21:58;98.4;3.7
0;2016-08-12 00:22:04;84.7;16.5
0;2016-08-12 00:22:15;88.2;10.2
0;2016-08-12 00:22:23;88.6;14.8
0;2016-08-12 00:22:26;87.1;11.4
0;2016-08-12 00:22:30;87.1;12.9
0;2016-08-12 00:22:37;97.1;6.8
0;2016-08-12 00:23:00;99.3;4.0
0;2016-08-12 00:23:15;97.0;2.7
0;2016-08-12 00:23:21;82.3;16.2
0;2016-08-12 00:23:34;87.7;9.4
0;2016-08-12 00:23:46;99.9;4.0
0;2016-08-12 00:24:30;97.4;6.4
0;2016-08-12 00:24:36;98.8;2.6
0;2016-08-12 00:24:38;95.0;2.7
0;2016-08-12 00:24:43;83.6;18.8
0;2016-08-12 00:24:49;97.3;5.8
0;2016-08-12 00:24:51;98.6;5.8
0;2016-08-12 00:24:55;96.1;1.1
0;2016-08-12 00:25:00;99.3;4.8
0;2016-08-12 00:25:09;89.2;14.2
0;2016-08-12 00:25:16;94.9;2.1
0;2016-08-12 00:25:20;86.5;13.6
0;2016-08-12 00:25:42;98.5;4.5
0;2016-08-12 00:25:47;83.6;18.8
0;2016-08-12 00:25:56;96.7;3.1
0;2016-08-12 00:26:03;88.8;7.9
0;2016-08-12 00:26:17;97.2;4.5
0;2016-08-12 00:26:22;100.0;5.4
0;2016-08-12 00:26:29;83.1;15.7
0;2016-08-12 00:26:43;89.2;13.3
0;2016-08-12 00:26:54;97.4;1.5
0;2016-08-12 00:27:04;87.4;10.4
0;2016-08-12 00:27:17;98.8;6.2
0;2016-08-12 00:27:54;98.2;5.3
0;2016-08-12 00:28:00;100.0;3.4
0;2016-08-12 00:29:09;83.2;20.0
0;2016-08-12 00:29:22;99.9;5.6
0;2016-08-12 00:29:37;89.8;7.3
0;2016-08-12 00:29:47;98.5;5.6
0;2016-08-12 00:30:29;96.6;3.0
0;2016-08-12 00:31:26;83.3;16.5
0;2016-08-12 00:31:42;99.9;4.0
0;2016-08-12 00:32:05;87.4;8.9
0;2016-08-12 00:32:11;89.9;8.2
0;2016-08-12 00:32:28;99.0;3.8
0;2016-08-12 00:32:45;98.1;6.8
0;2016-08-12 00:32:47;98.5;6.6
0;2016-08-12 00:32:51;86.8;13.5
0;2016-08-12 00:32:55;83.1;16.4
0;2016-08-12 00:32:57;84.6;2.1
0;2016-08-12 00:33:04;98.1;6.8
0;2016-08-12 00:33:10;97.5;2.0
0;2016-08-12 00:33:15;94.9;1.2
0;2016-08-12 00:33:36;97.7;5.3
0;2016-08-12 00:33:43;82.6;19.1
0;2016-08-12 00:33:45;82.4;16.4
0;2016-08-12 00:34:06;89.3;8.6
0;2016-08-12 00:34:12;97.2;2.5
0;2016-08-12 00:35:17;82.4;18.9
0;2016-08-12 00:36:17;98.1;1.9
0;2016-08-12 00:36:51;87.2;8.7
0;2016-08-12 00:37:18;98.3;4.2
0;2016-08-12 00:37:27;83.9;17.0
0;2016-08-12 00:37:34;89.1;7.7
0;2016-08-12 00:37:36;88.9;4.3
0;2016-08-12 00:38:05;99.4;1.9
0;2016-08-12 00:38:12;84.0;16.4
0;2016-08-12 00:38:20;88.5;9.1
0;2016-08-12 00:38:31;98.1;4.2
0;2016-08-12 00:38:54;98.2;1.8
0;2016-08-12 00:39:12;99.5;6.5
0;2016-08-12 00:39:36;97.0;6.7
0;2016-08-12 00:39:52;89.7;9.1
0;2016-08-12 00:40:06;97.6;3.6
0;2016-08-12 00:40:12;98.5;5.7
0;2016-08-12 00:40:21;88.5;7.6
0;2016-08-12 00:40:33;97.4;2.4
0;2016-08-12 00:40:46;95.4;2.6
0;2016-08-12 00:40:55;82.3;15.9
0;2016-08-12 00:41:10;98.6;4.2
0;2016-08-12 00:41:36;97.0;6.6
0;2016-08-12 00:41:46;86.6;7.1
0;2016-08-12 00:41:51;99.8;1.6
0;2016-08-12 00:42:23;96.0;2.5
0;2016-08-12 00:42:57;82.4;16.2
0;2016-08-12 00:43:18;84.9;19.8
0;2016-08-12 00:43:36;89.1;9.5
0;2016-08-12 00:43:46;87.5;8.2
0;2016-08-12 00:44:00;98.1;3.4
0;2016-08-12 00:45:35;97.1;5.9
0;2016-08-12 00:46:37;99.4;1.4
0;2016-08-12 00:46:54;87.8;8.6
0;2016-08-12 00:46:58;98.3;4.4
0;2016-08-12 00:46:59;87.2;13.2
0;2016-08-12 00:47:02;99.8;2.0
0;2016-08-12 00:47:28;97.3;5.8
0;2016-08-12 00:48:11;83.1;18.2
0;2016-08-12 00:48:32;89.5;10.6
0;2016-08-12 00:48:37;86.7;11.8
0;2016-08-12 00:48:39;90.1;6.2
0;2016-08-12 00:49:12;84.5;17.5
0;2016-08-12 00:49:23;98.5;5.7
0;2016-08-12 00:49:37;99.8;6.6
0;2016-08-12 00:50:10;98.1;5.8
0;2016-08-12 00:51:00;97.1;6.0
0;2016-08-12 00:51:52;88.7;15.0
0;2016-08-12 00:52:11;82.3;17.9
0;2016-08-12 00:52:38;84.5;16.0
0;2016-08-12 00:52:50;97.2;5.6
0;2016-08-12 00:53:33;87.6;11.5
0;2016-08-12 00:53:38;97.5;4.0
0;2016-08-12 00:54:24;99.3;6.2
0;2016-08-12 00:54:38;88.7;7.8
0;2016-08-12 00:54:56;98.1;3.2
0;2016-08-12 00:55:00;88.6;9.8
0;2016-08-12 00:55:09;97.6;2.0
0;2016-08-12 00:55:11;87.4;8.8
0;2016-08-12 00:55:25;99.8;4.2
0;2016-08-12 00:55:30;95.8;1.5
0;2016-08-12 00:55:48;83.1;17.5
0;2016-08-12 00:56:14;87.0;14.7
0;2016-08-12 00:56:17;83.8;17.7
0;2016-08-12 00:56:32;99.1;6.6
0;2016-08-12 00:56:43;95.3;2.4
0;2016-08-12 00:56:45;96.0;2.0
0;2016-08-12 00:56:53;99.8;5.7
0;2016-08-12 00:57:18;98.6;3.3
0;2016-08-12 00:57:23;96.7;6.7
0;2016-08-12 00:57:41;99.0;3.9
0;2016-08-12 00:57:46;96.4;6.7
0;2016-08-12 00:57:48;98.1;5.0
0;2016-08-12 00:58:04;87.9;7.3
0;2016-08-12 00:58:21;95.0;1.6
0;2016-08-12 00:58:27;98.0;5.1
0;2016-08-12 00:58:44;87.1;11.0
0;2016-08-12 00:59:13;97.2;6.2
0;2016-08-12 00:59:24;87.4;7.0
0;2016-08-12 01:00:35;98.5;5.1
0;2016-08-12 01:00:42;87.9;14.2
0;2016-08-12 01:01:03;98.9;3.9
0;2016-08-12 01:01:21;99.0;6.5
0;2016-08-12 01:01:28;88.5;8.4
0;2016-08-12 01:01:40;99.1;4.5
0;2016-08-12 01:01:54;88.5;13.7
0;2016-08-12 01:02:14;90.0;10.8
0;2016-08-12 01:02:22;97.0;2.7
0;2016-08-12 01:02:35;98.8;5.8
0;2016-08-12 01:02:49;88.5;13.2
0;2016-08-12 01:03:04;84.0;19.1
0;2016-08-12 01:03:07;89.6;9.2
0;2016-08-12 01:03:10;96.9;5.0
0;2016-08-12 01:03:15;96.5;5.2
0;2016-08-12 01:03:21;87.6;12.1
0;2016-08-12 01:03:49;83.7;19.2
0;2016-08-12 01:04:05;89.4;7.9
0;2016-08-12 01:04:22;83.0;19.5
0;2016-08-12 01:04:35;83.3;18.4
0;2016-08-12 01:04:46;88.4;14.9
0;2016-08-12 01:04:48;95.5;5.0
0;2016-08-12 01:05:16;98.0;2.4
0;2016-08-12 01:05:18;99.8;3.5
0;2016-08-12 01:05:25;99.3;1.4
0;2016-08-12 01:06:29;97.7;1.8
0;2016-08-12 01:06:43;98.5;6.8
0;2016-08-12 01:06:53;82.4;16.6
0;2016-08-12 01:07:18;83.8;17.4
0;2016-08-12 01:07:27;99.9;1.2
0;2016-08-12 01:07:35;98.5;1.9
0;2016-08-12 01:07:59;99.9;2.0
0;2016-08-12 01:08:08;98.1;6.4
0;2016-08-12 01:08:27;97.1;4.7
0;2016-08-12 01:08:41;97.5;4.8
0;2016-08-12 01:08:45;99.5;4.5
0;2016-08-12 01:09:34;98.6;6.1
0;2016-08-12 01:09:40;99.3;3.5
0;2016-08-12 01:09:59;87.6;8.2
0;2016-08-12 01:10:20;87.3;7.4
0;2016-08-12 01:10:55;84.2;15.7
0;2016-08-12 01:10:58;82.8;16.6
0;2016-08-12 01:11:16;98.6;4.3
0;2016-08-12 01:11:19;99.8;6.6
0;2016-08-12 01:11:48;87.9;7.7
0;2016-08-12 01:12:27;98.5;3.9
0;2016-08-12 01:12:37;97.8;2.1
0;2016-08-12 01:13:42;87.9;9.3
0;2016-08-12 01:14:07;99.4;2.0
0;2016-08-12 01:14:21;89.6;10.0
0;2016-08-12 01:14:38;98.3;3.2
0;2016-08-12 01:14:50;97.7;6.1
0;2016-08-12 01:15:21;96.6;2.3
0;2016-08-12 01:15:35;99.6;5.3
0;2016-08-12 01:16:48;98.7;5.1
0;2016-08-12 01:16:58;98.6;4.9
0;2016-08-12 01:17:44;98.3;6.3
0;2016-08-12 01:17:53;100.0;5.2
0;2016-08-12 01:17:58;88.7;7.8
0;2016-08-12 01:18:15;97.2;3.6
0;2016-08-12 01:18:23;98.0;3.0
0;2016-08-12 01:18:32;96.8;4.9
0;2016-08-12 01:18:48;98.5;5.9
0;2016-08-12 01:18:57;97.8;3.2
0;2016-08-12 01:19:00;98.2;7.0
0;2016-08-12 01:19:32;88.7;10.4
0;2016-08-12 01:19:39;89.9;9.6
0;2016-08-12 01:20:02;99.8;3.0
0;2016-08-12 01:20:48;98.7;1.7
0;2016-08-12 01:21:04;86.8;12.1
0;2016-08-12 01:21:16;96.8;5.3
0;2016-08-12 01:21:52;99.0;2.0
0;2016-08-12 01:22:49;94.7;3.0
0;2016-08-12 01:23:03;99.8;3.1
0;2016-08-12 01:23:20;99.0;4.1
0;2016-08-12 01:23:22;99.0;6.1
0;2016-08-12 01:23:43;98.6;5.9
0;2016-08-12 01:23:53;87.8;13.8
0;2016-08-12 01:23:58;99.3;4.9
0;2016-08-12 01:24:04;96.7;3.4
0;2016-08-12 01:24:12;98.1;5.7
0;2016-08-12 01:24:45;96.4;5.1
0;2016-08-12 01:24:45;78.4;15.9
0;2016-08-12 01:25:51;99.5;3.0
0;2016-08-12 01:25:55;98.3;6.3
0;2016-08-12 01:26:07;98.2;4.2
0;2016-08-12 01:26:13;98.0;4.4
0;2016-08-12 01:26:28;99.7;3.5
0;2016-08-12 01:26:31;88.3;10.8
0;2016-08-12 01:26:50;86.9;13.7
0;2016-08-12 01:26:57;98.1;2.4
0;2016-08-12 01:27:25;99.3;4.5
0;2016-08-12 01:27:42;99.1;2.9
0;2016-08-12 01:29:21;87.4;10.6
0;2016-08-12 01:31:32;98.9;2.6
0;2016-08-12 01:31:35;98.7;7.0
0;2016-08-12 01:31:38;97.3;5.1
0;2016-08-12 01:31:49;82.5;18.3
0;2016-08-12 01:31:56;86.9;13.6
0;2016-08-12 01:32:15;97.5;2.8
0;2016-08-12 01:32:29;98.4;6.8
0;2016-08-12 01:32:40;94.7;2.8
0;2016-08-12 01:33:23;98.7;5.8
0;2016-08-12 01:33:26;98.0;5.2
0;2016-08-12 01:33:48;99.4;4.6
0;2016-08-12 01:34:02;98.1;6.7
0;2016-08-12 01:34:14;98.5;6.5
0;2016-08-12 01:34:42;99.2;2.3
0;2016-08-12 01:34:48;95.6;1.1
0;2016-08-12 01:34:51;96.9;1.8
0;2016-08-12 01:35:06;88.5;13.1
0;2016-08-12 01:36:17;89.9;9.2
0;2016-08-12 01:36:23;97.1;4.4
0;2016-08-12 01:36:28;88.0;10.3
0;2016-08-12 01:37:17;99.4;6.8
0;2016-08-12 01:37:44;97.6;6.7
0;2016-08-12 01:38:20;97.7;3.0
0;2016-08-12 01:38:46;98.6;6.3
0;2016-08-12 01:39:32;88.8;14.5
0;2016-08-12 01:40:00;83.6;15.6
0;2016-08-12 01:40:03;91.5;3.3
0;2016-08-12 01:40:19;88.7;8.1
0;2016-08-12 01:41:10;97.6;4.3
0;2016-08-12 01:41:37;88.1;8.4
0;2016-08-12 01:41:39;89.8;12.4
0;2016-08-12 01:42:34;84.3;19.1
0;2016-08-12 01:42:50;98.9;5.8
0;2016-08-12 01:43:47;97.5;5.2
0;2016-08-12 01:44:12;87.9;14.0
0;2016-08-12 01:44:31;98.5;1.5
0;2016-08-12 01:46:22;98.9;5.6
0;2016-08-12 01:46:37;82.7;19.4
0;2016-08-12 01:47:06;86.6;14.2
0;2016-08-12 01:47:14;84.4;17.5
0;2016-08-12 01:48:00;98.9;5.5
0;2016-08-12 01:48:34;96.9;1.9
0;2016-08-12 01:49:26;98.5;4.3
0;2016-08-12 01:49:53;98.2;4.9
0;2016-08-12 01:50:52;97.5;4.0
0;2016-08-12 01:51:32;97.2;5.4
0;2016-08-12 01:51:37;99.5;4.4
0;2016-08-12 01:51:46;86.8;8.7
0;2016-08-12 01:52:27;97.5;5.1
0;2016-08-12 01:53:07;98.2;6.6
0;2016-08-12 01:53:23;99.8;5.1
0;2016-08-12 01:54:15;88.6;9.5
0;2016-08-12 01:55:21;96.8;3.8
0;2016-08-12 01:55:43;98.3;4.7
0;2016-08-12 01:57:04;98.1;4.7
0;2016-08-12 01:57:38;98.8;4.0
0;2016-08-12 01:58:03;96.9;2.7
0;2016-08-12 01:58:47;99.5;2.7
0;2016-08-12 01:59:03;96.0;1.4
0;2016-08-12 01:59:24;99.7;5.4
0;2016-08-12 01:59:27;99.9;4.5
0;2016-08-12 01:59:31;99.2;5.9
0;2016-08-12 01:59:38;97.3;3.4
0;2016-08-12 01:59:51;97.9;1.4
0;2016-08-12 02:00:46;98.7;3.5
0;2016-08-12 02:00:48;97.2;2.6
0;2016-08-12 02:00:56;89.6;8.6
0;2016-08-12 02:01:06;89.6;7.9
0;2016-08-12 02:01:14;96.2;2.3
0;2016-08-12 02:01:32;96.8;6.2
0;2016-08-12 02:02:03;88.1;11.2
0;2016-08-12 02:02:32;99.3;6.2
0;2016-08-12 02:03:10;98.7;3.2
0;2016-08-12 02:03:20;87.7;14.0
0;2016-08-12 02:03:29;90.0;7.2
0;2016-08-12 02:03:36;98.4;5.7
0;2016-08-12 02:04:03;89.1;11.1
0;2016-08-12 02:04:18;98.3;3.9
0;2016-08-12 02:04:34;96.7;3.4
0;2016-08-12 02:05:01;99.6;5.7
0;2016-08-12 02:05:31;89.2;12.1
0;2016-08-12 02:06:40;98.4;6.0
0;2016-08-12 02:06:53;97.9;6.5
0;2016-08-12 02:08:06;97.3;2.1
0;2016-08-12 02:08:48;97.7;4.4
0;2016-08-12 02:11:03;98.7;3.6
0;2016-08-12 02:11:07;98.8;3.5
0;2016-08-12 02:11:17;97.2;5.6
0;2016-08-12 02:11:39;97.1;4.4
0;2016-08-12 02:11:42;97.7;1.8
0;2016-08-12 02:12:58;99.6;6.8
0;2016-08-12 02:15:00;98.7;2.7
0;2016-08-12 02:15:38;89.7;10.2
0;2016-08-12 02:15:53;84.3;17.8
0;2016-08-12 02:16:16;97.3;6.7
0;2016-08-12 02:16:19;98.4;5.2
0;2016-08-12 02:16:30;88.6;8.0
0;2016-08-12 02:17:44;99.3;3.0
0;2016-08-12 02:17:51;99.4;3.4
0;2016-08-12 02:19:03;89.5;10.8
0;2016-08-12 02:19:22;99.2;6.3
0;2016-08-12 02:19:45;96.6;4.3
0;2016-08-12 02:19:50;99.6;3.8
0;2016-08-12 02:20:08;99.6;6.2
0;2016-08-12 02:20:23;99.8;3.7
0;2016-08-12 02:20:39;97.7;1.4
0;2016-08-12 02:21:06;99.5;3.0
0;2016-08-12 02:21:28;99.0;4.8
0;2016-08-12 02:21:47;89.8;10.8
0;2016-08-12 02:22:37;89.4;11.1
0;2016-08-12 02:23:15;96.9;4.2
0;2016-08-12 02:23:17;97.6;5.6
0;2016-08-12 02:23:22;87.2;7.9
0;2016-08-12 02:24:00;84.7;17.2
0;2016-08-12 02:24:05;89.5;13.9
0;2016-08-12 02:24:25;87.4;8.8
0;2016-08-12 02:25:00;99.4;5.0
0;2016-08-12 02:26:05;98.9;6.3
0;2016-08-12 02:26:31;99.9;3.8
0;2016-08-12 02:28:40;96.7;3.1
0;2016-08-12 02:29:56;96.8;2.4
0;2016-08-12 02:30:44;99.6;4.9
0;2016-08-12 02:30:46;98.4;4.7
0;2016-08-12 02:31:09;98.1;1.8
0;2016-08-12 02:31:33;88.9;7.7
0;2016-08-12 02:31:45;97.4;3.1
0;2016-08-12 02:32:29;98.0;1.7
0;2016-08-12 02:32:47;96.4;6.6
0;2016-08-12 02:33:39;84.1;17.9
0;2016-08-12 02:34:13;88.8;7.7
0;2016-08-12 02:34:24;88.8;9.3
0;2016-08-12 02:34:35;83.5;16.2
0;2016-08-12 02:35:02;88.1;10.1
0;2016-08-12 02:35:20;97.2;6.2
0;2016-08-12 02:36:11;98.0;5.8
0;2016-08-12 02:36:44;83.3;20.0
0;2016-08-12 02:36:52;96.9;4.0
0;2016-08-12 02:36:59;99.0;2.9
0;2016-08-12 02:37:29;94.8;1.9
0;2016-08-12 02:37:37;97.3;3.9
0;2016-08-12 02:38:23;98.2;5.9
0;2016-08-12 02:38:26;87.7;8.5
0;2016-08-12 02:38:52;98.4;1.9
0;2016-08-12 02:39:34;97.2;5.2
0;2016-08-12 02:39:51;98.5;5.7
0;2016-08-12 02:40:10;84.5;17.2
0;2016-08-12 02:40:14;90.1;3.5
0;2016-08-12 02:40:50;83.8;17.0
0;2016-08-12 02:41:02;98.6;3.7
0;2016-08-12 02:41:06;98.2;3.9
0;2016-08-12 02:41:49;99.9;5.2
0;2016-08-12 02:43:00;98.9;5.1
0;2016-08-12 02:43:27;97.4;1.4
0;2016-08-12 02:43:43;82.7;19.3
0;2016-08-12 02:43:47;98.3;1.8
0;2016-08-12 02:44:16;87.2;7.9
0;2016-08-12 02:45:37;89.3;13.4
0;2016-08-12 02:46:20;99.6;4.5
0;2016-08-12 02:46:26;88.5;7.8
0;2016-08-12 02:46:54;86.5;13.9
0;2016-08-12 02:47:14;96.7;4.3
0;2016-08-12 02:49:00;98.0;5.0
0;2016-08-12 02:49:12;96.5;4.8
0;2016-08-12 02:49:18;97.8;3.2
0;2016-08-12 02:49:23;97.7;3.8
0;2016-08-12 02:49:24;94.8;1.3
0;2016-08-12 02:50:00;97.2;4.3
0;2016-08-12 02:50:13;88.3;14.0
0;2016-08-12 02:50:21;97.9;6.9
0;2016-08-12 02:50:34;77.8;17.8
0;2016-08-12 02:50:45;89.0;11.5
0;2016-08-12 02:50:55;96.5;5.8
0;2016-08-12 02:50:59;95.0;2.4
0;2016-08-12 02:51:12;97.4;5.3
0;2016-08-12 02:51:15;99.6;5.9
0;2016-08-12 02:51:23;99.9;5.7
0;2016-08-12 02:51:34;98.3;5.7
0;2016-08-12 02:51:38;96.8;6.4
0;2016-08-12 02:51:44;99.2;2.0
0;2016-08-12 02:51:51;84.0;19.8
0;2016-08-12 02:52:04;95.8;1.1
0;2016-08-12 02:52:20;97.3;4.8
0;2016-08-12 02:52:25;97.0;2.7
0;2016-08-12 02:52:32;99.9;3.4
0;2016-08-12 02:52:43;86.8;7.8
0;2016-08-12 02:52:45;88.6;11.6
0;2016-08-12 02:52:56;98.6;4.2
0;2016-08-12 02:53:03;86.7;9.7
0;2016-08-12 02:53:57;95.6;2.2
0;2016-08-12 02:54:11;84.3;18.2
0;2016-08-12 02:54:27;98.5;4.9
0;2016-08-12 02:55:14;98.4;1.1
0;2016-08-12 02:55:16;99.5;5.8
0;2016-08-12 02:55:20;96.5;4.7
0;2016-08-12 02:56:03;96.5;4.4
0;2016-08-12 03:00:04;97.3;6.1
0;2016-08-12 03:00:50;95.4;2.8
0;2016-08-12 03:00:55;97.5;5.3
