faixa;timestamp;velocidade;comprimento
0;2016-08-12 00:00:29;82.3;17.6
0;2016-08-12 00:00:34;87.7;8.2
0;2016-08-12 00:01:36;87.2;8.7
0;2016-08-12 00:02:04;98.9;5.6
0;2016-08-12 00:02:09;98.9;4.9
0;2016-08-12 00:02:13;96.8;4.5
0;2016-08-12 00:02:19;98.7;5.9
0;2016-08-12 00:02:23;96.4;3.9
0;2016-08-12 00:02:25;99.9;6.1
0;2016-08-12 00:02:48;96.8;3.6
0;2016-08-12 00:02:54;98.5;6.5
0;2016-08-12 00:03:01;99.9;6.7
0;2016-08-12 00:03:07;97;5.9
0;2016-08-12 00:03:11;87.3;14.3
0;2016-08-12 00:03:18;86.9;12.3
0;2016-08-12 00:03:26;98;3
0;2016-08-12 00:03:38;96.7;5.7
0;2016-08-12 00:03:49;89.4;9.3
0;2016-08-12 00:04:13;86.7;11
0;2016-08-12 00:04:18;98.5;5
0;2016-08-12 00:04:40;86.5;7.6
0;2016-08-12 00:05:04;83.9;17.7
0;2016-08-12 00:05:33;99.4;4.1
0;2016-08-12 00:05:46;97.2;6
0;2016-08-12 00:06:00;97.2;5
0;2016-08-12 00:06:12;83.7;15.5
0;2016-08-12 00:06:14;82.1;11.2
0;2016-08-12 00:06:17;88.7;9.8
0;2016-08-12 00:06:29;98.2;1.8
0;2016-08-12 00:06:31;99;2.5
0;2016-08-12 00:06:36;98.4;6.7
0;2016-08-12 00:06:49;84.8;15.9
0;2016-08-12 00:07:02;98.6;4.6
0;2016-08-12 00:07:09;99.1;6.4
0;2016-08-12 00:07:50;98;2.5
0;2016-08-12 00:08:00;87.8;11.3
0;2016-08-12 00:08:18;88.6;13.3
0;2016-08-12 00:08:30;84;18.2
0;2016-08-12 00:08:41;88.8;9.5
0;2016-08-12 00:08:50;96;1.5
0;2016-08-12 00:08:52;99.8;6.1
0;2016-08-12 00:09:14;98.4;1.9
0;2016-08-12 00:09:24;88.6;7.2
0;2016-08-12 00:09:43;96.6;3.8
0;2016-08-12 00:09:47;97.4;5.3
0;2016-08-12 00:10:14;87.3;12.9
0;2016-08-12 00:10:22;96.3;2.4
0;2016-08-12 00:10:29;90;9.6
0;2016-08-12 00:10:31;88.1;6.4
0;2016-08-12 00:10:35;83.7;18.5
0;2016-08-12 00:10:38;91.2;4.9
0;2016-08-12 00:10:59;98.5;6.2
0;2016-08-12 00:11:01;98;5.6
0;2016-08-12 00:11:11;89.6;7.9
0;2016-08-12 00:11:25;89.2;9.5
0;2016-08-12 00:11:33;98.2;4.4
0;2016-08-12 00:11:44;97;5.9
0;2016-08-12 00:11:57;96.9;2.9
0;2016-08-12 00:11:58;95.7;6.6
0;2016-08-12 00:12:01;97.5;3.9
0;2016-08-12 00:12:11;89.8;13.4
0;2016-08-12 00:12:17;98.4;5.9
0;2016-08-12 00:12:33;95.7;2.5
0;2016-08-12 00:12:41;95.8;1.7
0;2016-08-12 00:12:51;84.9;16.4
0;2016-08-12 00:13:13;99.1;3.1
0;2016-08-12 00:13:34;89.5;13.3
0;2016-08-12 00:15:05;97.6;6.9
0;2016-08-12 00:15:16;84.6;17.2
0;2016-08-12 00:15:53;89.2;7.8
0;2016-08-12 00:15:57;88.3;13.6
