faixa;timestamp;velocidade;comprimento
0;2016-08-12 00:00:06;87.4;10
0;2016-08-12 00:00:12;97.3;4.4
0;2016-08-12 00:00:26;94.8;2.2
0;2016-08-12 00:00:33;96.5;4.5
0;2016-08-12 00:00:43;97.6;5.4
0;2016-08-12 00:00:52;98.7;4.9
0;2016-08-12 00:01:04;99.1;3
0;2016-08-12 00:01:32;96.5;6.7
0;2016-08-12 00:01:40;96.8;5.3
0;2016-08-12 00:01:46;97.9;4.3
0;2016-08-12 00:02:01;100;3.8
0;2016-08-12 00:02:05;86.5;9.9
0;2016-08-12 00:02:17;97.3;6.3
0;2016-08-12 00:02:20;81;4.7
0;2016-08-12 00:02:24;87.7;14.6
0;2016-08-12 00:02:43;90;11.8
0;2016-08-12 00:03:10;87.3;10.8
0;2016-08-12 00:03:30;84.6;15.4
0;2016-08-12 00:03:32;86.9;12.5
0;2016-08-12 00:04:12;99.6;4.8
0;2016-08-12 00:04:14;99.3;1.7
0;2016-08-12 00:04:39;98.1;3.5
0;2016-08-12 00:04:47;89.6;8.7
0;2016-08-12 00:04:56;98.5;3.8
0;2016-08-12 00:05:09;95.8;1.5
0;2016-08-12 00:05:10;84.9;13.2
0;2016-08-12 00:05:15;99.5;6.4
0;2016-08-12 00:05:28;98.7;6.5
0;2016-08-12 00:05:29;94.9;3.2
0;2016-08-12 00:05:47;99.8;4.9
0;2016-08-12 00:05:49;84.3;17
0;2016-08-12 00:05:58;87.9;10.4
0;2016-08-12 00:06:14;82.6;19.8
0;2016-08-12 00:06:28;99.3;2.6
0;2016-08-12 00:06:30;89.2;12.6
0;2016-08-12 00:06:33;83.1;19.9
0;2016-08-12 00:06:48;88.3;8.6
0;2016-08-12 00:07:04;99.6;5
0;2016-08-12 00:07:05;96.1;2.3
0;2016-08-12 00:07:14;89.5;14.7
0;2016-08-12 00:07:28;97.1;1.3
0;2016-08-12 00:07:31;98.8;1.7
0;2016-08-12 00:07:52;97.3;2.2
0;2016-08-12 00:08:00;97.3;1.4
0;2016-08-12 00:08:22;99.3;4.3
0;2016-08-12 00:08:59;89.9;14.1
0;2016-08-12 00:09:21;97.2;4.6
0;2016-08-12 00:09:31;86.5;8.4
0;2016-08-12 00:09:40;99.3;4.7
0;2016-08-12 00:09:41;87;14.5
0;2016-08-12 00:09:46;96.6;6
0;2016-08-12 00:10:02;97.8;1.7
0;2016-08-12 00:10:08;96.9;5.8
0;2016-08-12 00:10:23;96.9;3.4
0;2016-08-12 00:10:35;99.3;2.3
