faixa;timestamp;velocidade;comprimento
0;2016-08-12 00:01:13;58.3;15.8
0;2016-08-12 00:02:13;57.5;19.4
0;2016-08-12 00:02:38;59.7;11.4
0;2016-08-12 00:02:41;57.8;4.8
0;2016-08-12 00:02:57;56.6;5.6
0;2016-08-12 00:03:00;56.7;6.1
0;2016-08-12 00:03:21;56.8;10.1
0;2016-08-12 00:04:00;57.7;9.9
0;2016-08-12 00:04:16;57.3;14.3
0;2016-08-12 00:04:54;58.3;10.8
0;2016-08-12 00:05:50;57.5;1.1
0;2016-08-12 00:06:11;60;13.1
0;2016-08-12 00:06:23;58.8;3.4
0;2016-08-12 00:06:38;57.7;3.7
0;2016-08-12 00:06:43;57.4;6.6
0;2016-08-12 00:07:09;58.4;1.4
0;2016-08-12 00:07:27;58.5;6.5
0;2016-08-12 00:07:39;57.3;4.9
0;2016-08-12 00:08:27;59.3;3.8
0;2016-08-12 00:08:30;58.3;3.6
0;2016-08-12 00:08:33;56.9;10.3
0;2016-08-12 00:08:51;58.4;5.7
0;2016-08-12 00:08:59;56.9;14.6
0;2016-08-12 00:09:28;57.3;1.6
0;2016-08-12 00:09:36;56.3;2.9
0;2016-08-12 00:09:52;58.5;1.5
0;2016-08-12 00:10:06;59.1;13.1
0;2016-08-12 00:10:21;57.7;5.9
0;2016-08-12 00:10:24;57.6;4.8
0;2016-08-12 00:11:00;56.7;2.9
0;2016-08-12 00:11:18;59.9;16.4
0;2016-08-12 00:12:02;58.3;3.6
0;2016-08-12 00:12:07;57.9;8.9
0;2016-08-12 00:12:11;56.6;3.5
0;2016-08-12 00:12:22;57.2;6.9
0;2016-08-12 00:12:52;59.8;14.5
0;2016-08-12 00:13:19;58.9;1.9
0;2016-08-12 00:13:34;58.6;17.9
0;2016-08-12 00:16:17;57.8;6.7
0;2016-08-12 00:16:32;56.8;6
0;2016-08-12 00:16:35;56.8;14.3
0;2016-08-12 00:16:43;60;6.6
0;2016-08-12 00:16:53;56.6;13.4
0;2016-08-12 00:17:06;58.9;6.5
0;2016-08-12 00:17:11;57.4;3.6
0;2016-08-12 00:17:28;59.3;3.9
0;2016-08-12 00:17:36;57.4;1.1
0;2016-08-12 00:17:41;56.6;3.3
0;2016-08-12 00:17:46;57.5;16.7
0;2016-08-12 00:17:51;59.1;10.1
0;2016-08-12 00:17:59;56.1;2.9
0;2016-08-12 00:18:30;57.5;2.4
0;2016-08-12 00:19:11;57.3;4
0;2016-08-12 00:19:23;59.5;3.2
0;2016-08-12 00:19:55;58.4;10.4
0;2016-08-12 00:19:59;58.8;1.3
0;2016-08-12 00:20:18;58.6;11.7
0;2016-08-12 00:20:24;58.1;6.2
0;2016-08-12 00:20:37;56.4;3.3
0;2016-08-12 00:21:01;59;6
0;2016-08-12 00:22:18;59.4;3.5
0;2016-08-12 00:22:25;59.4;11.7
0;2016-08-12 00:22:34;59.8;4.2
0;2016-08-12 00:23:22;56.8;6.7
0;2016-08-12 00:23:49;57.5;11.7
0;2016-08-12 00:23:57;58.1;12.3
0;2016-08-12 00:24:25;58.3;3.3
0;2016-08-12 00:25:00;57.7;16.1
0;2016-08-12 00:25:08;58.2;7.9
0;2016-08-12 00:25:55;57.1;5.8
0;2016-08-12 00:26:02;55.7;1.8
0;2016-08-12 00:26:29;59.4;6.5
0;2016-08-12 00:26:43;57.7;13.9
0;2016-08-12 00:26:48;56.6;6.2
0;2016-08-12 00:27:21;59.5;6.9
0;2016-08-12 00:27:33;57.8;3.6
0;2016-08-12 00:27:37;57.4;12.5
0;2016-08-12 00:27:54;59.7;4.7
0;2016-08-12 00:28:17;59.4;8.4
0;2016-08-12 00:28:38;59;13.6
0;2016-08-12 00:28:49;57;1.6
0;2016-08-12 00:29:19;57.1;3.1
0;2016-08-12 00:30:48;59.3;18.9
0;2016-08-12 00:31:00;58.9;9.5
0;2016-08-12 00:31:11;58.2;8
0;2016-08-12 00:31:53;59.3;6.2
0;2016-08-12 00:32:55;58.8;5.6
0;2016-08-12 00:33:40;59.1;11.9
