faixa;timestamp;velocidade;comprimento
0;2016-08-12 00:00:55;98.2;2.9
0;2016-08-12 00:02:37;89.9;10.1
0;2016-08-12 00:02:52;90.8;4.8
0;2016-08-12 00:04:43;96.3;2.4
0;2016-08-12 00:05:25;98.4;4.8
0;2016-08-12 00:05:58;97.2;7
0;2016-08-12 00:06:08;98.2;3.1
0;2016-08-12 00:06:16;97;5.3
0;2016-08-12 00:06:30;88.5;12.5
0;2016-08-12 00:06:48;84.4;18.3
0;2016-08-12 00:07:07;84.5;16
0;2016-08-12 00:07:08;84.2;6.4
0;2016-08-12 00:07:33;99.8;6.1
0;2016-08-12 00:07:34;96.8;1.8
0;2016-08-12 00:08:00;98.4;2.7
0;2016-08-12 00:08:29;99.8;1.3
0;2016-08-12 00:09:07;96.6;4.6
0;2016-08-12 00:09:37;87.9;7.2
0;2016-08-12 00:10:03;87.5;8
0;2016-08-12 00:10:37;98.9;6.5
0;2016-08-12 00:11:14;92.2;3.7
0;2016-08-12 00:11:18;97.5;3.6
0;2016-08-12 00:11:22;96.9;2
0;2016-08-12 00:12:06;99.4;3.9
0;2016-08-12 00:12:23;95.5;2.1
0;2016-08-12 00:15:41;87.5;13.9
0;2016-08-12 00:15:56;92.9;3.6
0;2016-08-12 00:15:58;91.5;2.6
0;2016-08-12 00:16:03;81.8;6.4
0;2016-08-12 00:16:17;99.4;7
0;2016-08-12 00:16:34;97.6;2.5
0;2016-08-12 00:16:42;87.8;13.7
0;2016-08-12 00:18:13;97.2;4.2
0;2016-08-12 00:19:40;83.4;19.5
0;2016-08-12 00:20:04;95;2.1
0;2016-08-12 00:20:59;99.8;4.1
0;2016-08-12 00:23:31;96.4;4.7
0;2016-08-12 00:26:51;99.4;2.2
0;2016-08-12 00:27:18;84.9;17.8
0;2016-08-12 00:27:41;89.7;10.4
0;2016-08-12 00:28:43;98.2;3.1
0;2016-08-12 00:28:50;89.7;14
0;2016-08-12 00:29:07;96.6;3
0;2016-08-12 00:29:26;88.3;8.4
0;2016-08-12 00:30:08;98.1;5.2
0;2016-08-12 00:30:52;90;7.7
0;2016-08-12 00:31:02;98.4;1.8
0;2016-08-12 00:31:22;84.5;1.7
0;2016-08-12 00:31:25;89.2;10.1
0;2016-08-12 00:31:46;89.3;12.9
0;2016-08-12 00:32:09;97.1;4.5
0;2016-08-12 00:32:54;98.4;5.7
0;2016-08-12 00:33:50;83.5;15.6
